en_type_abbr,en_type,en_cui,en,en_zh
bodm,Biomedical or Dental Material,C0042444,Drug vehicle,药物载体
bodm,Biomedical or Dental Material,C0290627,Reliance,依赖
bodm,Biomedical or Dental Material,C0301283,Drug additive,药物添加剂
bodm,Biomedical or Dental Material,C0440216,Implant material,植入材料
bodm,Biomedical or Dental Material,C0450127,Allograft surgical material,同种异体移植手术材料
bodm,Biomedical or Dental Material,C0559189,Autograft Material,自体移植材料
bodm,Biomedical or Dental Material,C0600484,Hydrogels,水凝胶
bodm,Biomedical or Dental Material,C0730393,Donor graft,供体移植物
bodm,Biomedical or Dental Material,C0730399,Transplant graft,移植移植
bodm,Biomedical or Dental Material,C0991554,Topical Ointment,外用软膏
bodm,Biomedical or Dental Material,C0991566,Beads,珠
bodm,Biomedical or Dental Material,C0994475,Pill,药丸
bodm,Biomedical or Dental Material,C1154184,Oral Spray,口服喷雾剂
bodm,Biomedical or Dental Material,C1272883,Injection,注射
bodm,Biomedical or Dental Material,C1337615,BULK,大量的
bodm,Biomedical or Dental Material,C1378128,Cream,奶油
bodm,Biomedical or Dental Material,C1512668,Immunoliposome,免疫脂质体
bodm,Biomedical or Dental Material,C1518434,Nuclear Extract,核提取物
bodm;carb,Biomedical or Dental Material;Carbohydrate,C0011050,DEAE-Cellulose,deae-纤维素
bodm;carb;irda;orch,"Biomedical or Dental Material;Carbohydrate;Indicator, Reagent, or Diagnostic Aid;Organic Chemical",C0050505,acetylcellulose,乙酰纤维素
bodm;carb;orch,Biomedical or Dental Material;Carbohydrate;Organic Chemical,C0036681,Sepharose,琼脂糖凝胶电泳
bodm;carb;orch,Biomedical or Dental Material;Carbohydrate;Organic Chemical,C0102137,alginate,藻酸盐
bodm;chvs,Biomedical or Dental Material;Chemical Viewed Structurally,C0032521,Polymers,聚合物
bodm;chvs,Biomedical or Dental Material;Chemical Viewed Structurally,C1563732,Dendrimers,树枝状大分子
bodm;inch,Biomedical or Dental Material;Inorganic Chemical,C0002154,Alloys,合金
bodm;inch,Biomedical or Dental Material;Inorganic Chemical,C0037098,Silicon Dioxide,二氧化硅
bodm;inch,Biomedical or Dental Material;Inorganic Chemical,C0038239,Steel,钢
bodm;inch,Biomedical or Dental Material;Inorganic Chemical,C0128885,monocalcium phosphate,磷酸一钙
bodm;inch,Biomedical or Dental Material;Inorganic Chemical,C0170127,Calcibiotic Root Canal Sealer,钙生物根管密封剂
bodm;inch,Biomedical or Dental Material;Inorganic Chemical,C0649526,CD 200,cd 200
bodm;inch;phsu,Biomedical or Dental Material;Inorganic Chemical;Pharmacologic Substance,C0006711,calcium phosphate,磷酸钙
bodm;inch;phsu,Biomedical or Dental Material;Inorganic Chemical;Pharmacologic Substance,C0037508,Sodium Fluoride,氟化钠
bodm;inch;phsu,Biomedical or Dental Material;Inorganic Chemical;Pharmacologic Substance,C0039267,Talc,滑石
bodm;inch;phsu,Biomedical or Dental Material;Inorganic Chemical;Pharmacologic Substance,C0115137,Durapatite,硬铝石
bodm;irda;orch,"Biomedical or Dental Material;Indicator, Reagent, or Diagnostic Aid;Organic Chemical",C0053963,Bouin's solution,布恩的解决方案
bodm;irda;orch,"Biomedical or Dental Material;Indicator, Reagent, or Diagnostic Aid;Organic Chemical",C0600615,Poloxamer,泊洛沙姆
bodm;irda;orch;phsu,"Biomedical or Dental Material;Indicator, Reagent, or Diagnostic Aid;Organic Chemical;Pharmacologic Substance",C0017814,Glutaral,谷氨酸
bodm;irda;orch;phsu,"Biomedical or Dental Material;Indicator, Reagent, or Diagnostic Aid;Organic Chemical;Pharmacologic Substance",C0070066,paraform,副形式
bodm;lipd;orch;phsu,Biomedical or Dental Material;Lipid;Organic Chemical;Pharmacologic Substance,C0030415,Paraffin,石蜡
bodm;lipd;orch;phsu,Biomedical or Dental Material;Lipid;Organic Chemical;Pharmacologic Substance,C0037506,Sodium Dodecyl Sulfate,十二烷基硫酸钠
bodm;medd,Biomedical or Dental Material;Medical Device,C1322978,"Grafts, Skin, Biological",移植物，皮肤，生物
bodm;mnob;orch,Biomedical or Dental Material;Manufactured Object;Organic Chemical,C0028736,Nylons,尼龙
bodm;mnob;orch,Biomedical or Dental Material;Manufactured Object;Organic Chemical,C0035918,Rubber,橡胶 [possible translation]
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0005533,Polymethyl Methacrylate,聚甲基丙烯酸甲酯
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0023115,Latex,乳胶
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0032604,Polystyrenes,聚苯乙烯
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0037110,Silicone Elastomers,有机硅弹性体
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0063186,hydroxypropyl methacrylate,甲基丙烯酸羟丙酯
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0066409,Methylmethacrylate,甲基丙烯酸甲酯
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0071443,poly(lactic acid),聚（乳酸）
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0074517,Silastic,硅橡胶
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0137706,polyacrylate sodium,聚丙烯酸钠
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0440218,Silastic - sheeting,硅橡胶薄膜
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0440257,Synthetic polymer,合成聚合物
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0534010,One-Step dentin bonding system,一步牙本质粘合系统
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0602000,BGH (vinyl tubing coating),bgh（乙烯基管涂层）
bodm;orch,Biomedical or Dental Material;Organic Chemical,C0947693,Dacron,[商标]抗皱坚固的聚酯纺织纤维的品牌
bodm;orch,Biomedical or Dental Material;Organic Chemical,C1321974,PRESERVATIVE,防腐剂
bodm;orch,Biomedical or Dental Material;Organic Chemical,C1550067,10% Formalin,10%福尔马林
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0032483,Polyethylene Glycols,聚乙二醇
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0032601,Polysorbate 80,聚山梨醇酯80
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0032623,Polyvinyl Alcohol,聚乙烯醇
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0032856,Povidone,聚维酮
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0035191,"Resins, Plant",树脂，工厂
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0037111,Silicone Oils,硅油
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0037114,Silicones,矽肺
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0071599,polylactic acid-polyglycolic acid copolymer,聚乳酸-聚乙醇酸共聚物
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0146951,Triton X-100,triton x-100
bodm;orch;phsu,Biomedical or Dental Material;Organic Chemical;Pharmacologic Substance,C0600190,Nitrocellulose,硝化纤维
bodm;phsu,Biomedical or Dental Material;Pharmacologic Substance,C0013983,Emollients,润肤剂
bodm;phsu,Biomedical or Dental Material;Pharmacologic Substance,C0071500,polyacrylamide gels,聚丙烯酰胺凝胶
bodm;phsu,Biomedical or Dental Material;Pharmacologic Substance,C0302587,Radio-Opaque,不透射线
bodm;phsu,Biomedical or Dental Material;Pharmacologic Substance,C0350056,Adsorbents,吸附剂
bpoc,"Body Part, Organ, or Organ Component",C0001625,Adrenal Glands,肾上腺
bpoc,"Body Part, Organ, or Organ Component",C0005839,Blood supply aspects,血液供应方面
bpoc,"Body Part, Organ, or Organ Component",C0005847,Blood Vessels,血管
bpoc,"Body Part, Organ, or Organ Component",C0005854,Blood - brain barrier anatomy,血脑屏障解剖
bpoc,"Body Part, Organ, or Organ Component",C0006104,Brain,脑
bpoc,"Body Part, Organ, or Organ Component",C0006141,Breast,乳房
bpoc,"Body Part, Organ, or Organ Component",C0009368,Colon,结肠
bpoc,"Body Part, Organ, or Organ Component",C0011106,Decidua,蜕膜
bpoc,"Body Part, Organ, or Organ Component",C0015392,Eye,眼
bpoc,"Body Part, Organ, or Organ Component",C0016504,Pes,聚醚砜
bpoc,"Body Part, Organ, or Organ Component",C0018120,Ovarian Follicle,卵巢卵泡
bpoc,"Body Part, Organ, or Organ Component",C0018494,hair,毛发
bpoc,"Body Part, Organ, or Organ Component",C0021853,Intestines,肠
bpoc,"Body Part, Organ, or Organ Component",C0022131,Islets of Langerhans,朗格汉斯岛
bpoc,"Body Part, Organ, or Organ Component",C0022646,Kidney,肾脏
bpoc,"Body Part, Organ, or Organ Component",C0023884,Liver,肝脏
bpoc,"Body Part, Organ, or Organ Component",C0024109,Lung,肺
bpoc,"Body Part, Organ, or Organ Component",C0024204,lymph nodes,淋巴结
bpoc,"Body Part, Organ, or Organ Component",C0027442,Nasopharynx,鼻咽
bpoc,"Body Part, Organ, or Organ Component",C0029939,Ovary,卵巢
bpoc,"Body Part, Organ, or Organ Component",C0030274,Pancreas,胰腺
bpoc,"Body Part, Organ, or Organ Component",C0030580,Parotid Gland,腮腺
bpoc,"Body Part, Organ, or Organ Component",C0031050,Pericardial sac structure,心包囊结构
bpoc,"Body Part, Organ, or Organ Component",C0031119,Peripheral Nerves,周围神经
bpoc,"Body Part, Organ, or Organ Component",C0031939,Pineal gland,松果体
bpoc,"Body Part, Organ, or Organ Component",C0032005,Pituitary Gland,垂体
bpoc,"Body Part, Organ, or Organ Component",C0036098,Salivary Glands,唾液腺
bpoc,"Body Part, Organ, or Organ Component",C0037925,Spinal Cord,脊髓
bpoc,"Body Part, Organ, or Organ Component",C0037993,Spleen,脾
bpoc,"Body Part, Organ, or Organ Component",C0039259,Tail,尾
bpoc,"Body Part, Organ, or Organ Component",C0040113,Thymus Gland,胸腺
bpoc,"Body Part, Organ, or Organ Component",C0042149,Uterus,子宫
bpoc,"Body Part, Organ, or Organ Component",C0042520,Structure of venule,小静脉的结构
bpoc,"Body Part, Organ, or Organ Component",C0178784,Organ,器官
bpoc,"Body Part, Organ, or Organ Component",C0205065,Ovaro-,奥瓦罗-
bpoc,"Body Part, Organ, or Organ Component",C0221971,Hair follicle structure,毛囊结构
bpoc,"Body Part, Organ, or Organ Component",C0227628,Renal parenchyma,肾实质
bpoc,"Body Part, Organ, or Organ Component",C0376152,Marrow,骨髓
bpoc,"Body Part, Organ, or Organ Component",C0596700,High Endothelial Venule,高内皮小静脉
bpoc,"Body Part, Organ, or Organ Component",C0682673,second pathway,第二条途径
bpoc,"Body Part, Organ, or Organ Component",C0836921,Tonsil,扁桃体
bpoc,"Body Part, Organ, or Organ Component",C0927195,Stroma,基质
bpoc,"Body Part, Organ, or Organ Component",C0933845,Parenchyma,薄壁组织
bpoc,"Body Part, Organ, or Organ Component",C0935081,Trunk of anterior segmental artery,前段动脉主干
bpoc,"Body Part, Organ, or Organ Component",C0935616,Chamber,室
bpoc,"Body Part, Organ, or Organ Component",C1185740,Tract,道
bpoc,"Body Part, Organ, or Organ Component",C1280632,Entire trunk,整个树干
bpoc,"Body Part, Organ, or Organ Component",C1281297,Entire hair follicle,整个毛囊
bpoc,"Body Part, Organ, or Organ Component",C1283883,Entire lymphoid organ,整个淋巴器官
bpoc,"Body Part, Organ, or Organ Component",C1284113,Entire adnexa oculi,整个adnexa oculi
bpoc,"Body Part, Organ, or Organ Component",C1285092,Gland structure,腺体结构
bpoc,"Body Part, Organ, or Organ Component",C1552150,Supernumerary maxillary right central primary incisor,多余的上颌右中切牙
bpoc,"Body Part, Organ, or Organ Component",C1571705,Follicle,卵泡
bpoc;cell,"Body Part, Organ, or Organ Component;Cell",C1517735,Centroblast,生发中心母细胞
bpoc;tisu,"Body Part, Organ, or Organ Component;Tissue",C0005953,Bone Marrow,骨髓
bpoc;tisu,"Body Part, Organ, or Organ Component;Tissue",C0475358,Tumor tissue sample,肿瘤组织样本
carb,Carbohydrate,C0052477,ascorbyl monostearate,抗坏血酸单硬脂酸酯
carb,Carbohydrate,C0056230,concanavalin A-sepharose,伴刀豆球蛋白a-sepharose
carb,Carbohydrate,C0071310,"pneumococcal polysaccharide, type III",肺炎球菌多糖，iii型
carb,Carbohydrate,C0128128,"methyl mannoside, (alpha-D)-isomer",甲基甘露糖苷，（α-d）-异构体
carb,Carbohydrate,C0215875,N-acetylglucosaminylphosphatidylinositol,n-乙酰葡糖胺基磷脂酰肌醇
carb,Carbohydrate,C0253307,sialyl Lewis x,唾液酸化lewis x
carb,Carbohydrate,C0258739,"2-acetamido-1,3,6-tri-O-acetyl-4-deoxy-4-fluoroglucopyranose","2-乙酰氨基-1,3,6-三-o-乙酰基-4-脱氧-4-氟吡喃葡萄糖"
carb,Carbohydrate,C0369963,SACCHARIDES,糖类
carb,Carbohydrate,C0636237,mannosyl(5)-N-acetyl(2)-glucose,甘露糖基（5）-n-乙酰基（2）-葡萄糖
carb,Carbohydrate,C0949729,"Oligosaccharides, Branched-Chain",寡糖，支链
carb,Carbohydrate,C1312814,avicin D,阿维辛d
carb;hops;lipd;orch,Carbohydrate;Hazardous or Poisonous Substance;Lipid;Organic Chemical,C0014264,Endotoxins,内毒素
carb;imft,Carbohydrate;Immunologic Factor,C0595976,U ANTIGEN,u抗原
carb;imft;lipd;orch,Carbohydrate;Immunologic Factor;Lipid;Organic Chemical,C0286848,stage-specific embryonic antigen 4,阶段特异性胚胎抗原4
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0003341,"Antigens, Tumor-Associated, Carbohydrate",抗原，肿瘤相关，碳水化合物
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0006610,CA-125 Antigen,ca-125抗原
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0006613,CA-19-9 Antigen,ca-19-9抗原
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0069180,O Antigens,o抗原
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0074480,sialosyl-Tn antigen,唾液酸-tn抗原
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0076765,Tn antigen,tn抗原
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0080188,"Antigens, CD15",抗原，cd15
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0383881,CDw17 antigen,cdw17抗原
carb;imft;orch,Carbohydrate;Immunologic Factor;Organic Chemical,C0443758,Carbohydrate antigen,碳水化合物抗原
carb;irda;orch,"Carbohydrate;Indicator, Reagent, or Diagnostic Aid;Organic Chemical",C0011051,DEAE-Dextran,deae-葡聚糖
carb;irda;orch,"Carbohydrate;Indicator, Reagent, or Diagnostic Aid;Organic Chemical",C0016071,Ficoll,菲科尔
carb;irda;orch;phsu,"Carbohydrate;Indicator, Reagent, or Diagnostic Aid;Organic Chemical;Pharmacologic Substance",C0001771,Agar,琼脂
carb;irda;orch;phsu,"Carbohydrate;Indicator, Reagent, or Diagnostic Aid;Organic Chemical;Pharmacologic Substance",C0025729,Methylcellulose,甲基纤维素
carb;lipd;orch,Carbohydrate;Lipid;Organic Chemical,C0065036,lipid-linked oligosaccharides,脂质连接的寡糖
carb;lipd;orch,Carbohydrate;Lipid;Organic Chemical,C0065067,lipoteichoic acid,脂磷壁酸
carb;lipd;phsu,Carbohydrate;Lipid;Pharmacologic Substance,C0075483,sucrose polyester,蔗糖聚酯
carb;orch,Carbohydrate;Organic Chemical,C0005802,Blood Glucose,血糖
carb;orch,Carbohydrate;Organic Chemical,C0007004,Carbohydrates,碳水化合物
carb;orch,Carbohydrate;Organic Chemical,C0012611,Disaccharides,双糖
carb;orch,Carbohydrate;Organic Chemical,C0016956,Galactosides,半乳糖苷类
carb;orch,Carbohydrate;Organic Chemical,C0017765,Glucosides,葡糖苷类
carb;orch,Carbohydrate;Organic Chemical,C0017906,Glycoconjugates,糖缀合物
carb;orch,Carbohydrate;Organic Chemical,C0017977,Glycosides,糖苷类
carb;orch,Carbohydrate;Organic Chemical,C0019494,Hexoses,己糖
carb;orch,Carbohydrate;Organic Chemical,C0021554,Inositol Phosphates,肌醇磷酸酯
carb;orch,Carbohydrate;Organic Chemical,C0025228,Melibiose,蜜二糖
carb;orch,Carbohydrate;Organic Chemical,C0026492,Monosaccharides,单糖
carb;orch,Carbohydrate;Organic Chemical,C0028959,Oligosaccharides,低聚糖
carb;orch,Carbohydrate;Organic Chemical,C0030894,Pentoses,戊糖
carb;orch,Carbohydrate;Organic Chemical,C0037025,Sialic Acids,唾液酸类
carb;orch,Carbohydrate;Organic Chemical,C0041102,Trisaccharides,三糖
carb;orch,Carbohydrate;Organic Chemical,C0049081,5-bromo-4-chloro-3-indolyl beta-galactoside,5-溴-4-氯-3-吲哚基β-半乳糖苷
carb;orch,Carbohydrate;Organic Chemical,C0060961,galactomannan,半乳甘露聚糖
carb;orch,Carbohydrate;Organic Chemical,C0063422,immunoglobulin G-sepharose,免疫球蛋白g-sepharose
carb;orch,Carbohydrate;Organic Chemical,C0065680,mannosamine,甘露糖胺
carb;orch,Carbohydrate;Organic Chemical,C0071488,poly-N-acetyllactosamine,聚-n-乙酰基乳糖胺
carb;orch,Carbohydrate;Organic Chemical,C0072595,pullulan,普鲁兰多糖
carb;orch,Carbohydrate;Organic Chemical,C0092882,2-Fluoro-2-deoxy-D-glucose,2-氟-2-脱氧-d-葡萄糖
carb;orch,Carbohydrate;Organic Chemical,C0215327,benzyl-alpha-N-acetylgalactosamine,苄基-α-n-乙酰半乳糖胺
carb;orch,Carbohydrate;Organic Chemical,C0667093,methyl-beta-cyclodextrin,甲基β-环糊精
carb;orch,Carbohydrate;Organic Chemical,C0755293,globotriose,球状体
carb;orch,Carbohydrate;Organic Chemical,C1099739,7-ethyl-10-hydroxycamptothecin glucuronide,7-乙基-10-羟基喜树碱葡糖苷酸
carb;orch,Carbohydrate;Organic Chemical,C1528871,alpha-galactosylceramide,α-半乳糖神经酰胺
carb;orch;phsu,Carbohydrate;Organic Chemical;Pharmacologic Substance,C0002556,Aminoglycosides,氨基苷类
carb;orch;phsu,Carbohydrate;Organic Chemical;Pharmacologic Substance,C0007158,Cardiac Glycosides,强心苷
carb;orch;phsu,Carbohydrate;Organic Chemical;Pharmacologic Substance,C0011177,Dehydroascorbic Acid,脱氢抗坏血酸
carb;orch;phsu,Carbohydrate;Organic Chemical;Pharmacologic Substance,C0011501,Deoxyglucose,脱氧葡萄糖
